Overall time;Overall time without distr.;Tagging time;Tagging time without distr.;FMGT time;FMGT time without distr.;Sum of distr.;Tagging distr.;FMGT distr.;Commentary time;TP Inspection time;Facillitator time;Sum of tags;Avg Tags/Item;#TP;#TD;#TC;List #tags/item;List of time user spent for tagging/item;#m2t
1572;1455;1541;1430;31;25;117;111;6;15;102;0;169;2,82;0;0;0;2, 5, 4, 3, 3, 4, 4, 4, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 4, 2, 3, 2, 4, 3, 3, 3, 4, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 2, 4, 2, 2, 2, 4, 1, 2, 3, 1, 2, 2, 3, 3, 4;31, 39, 19, 23, 16, 23, 29, 7, 21, 40, 28, 19, 16, 24, 7, 22, 25, 21, 35, 9, 25, 18, 23, 16, 13, 30, 11, 38, 31, 21, 17, 10, 33, 23, 32, 18, 39, 31, 18, 18, 19, 36, 36, 14, 16, 26, 22, 27, 37, 26, 17, 16, 43, 22, 25, 22, 15, 33, 28, 31;1
