Overall time;Overall time without distr.;FMGT time;FMGT time without distr.;Sum of distr.;FMGT distr.;Commentary time;TP Inspection time;Facillitator time;Number of created folders;#M2F;#MVF;#RENF;#DELF
579;565;485;481;14;4;10;4;0;8;10;0;0;0
